seed,configuration,ablated,convergence_threshold,situations_scored,U_enabled,S_enabled,A_enabled,P_enabled,abstention_rate,appropriate_abstention_rate,inappropriate_abstention_rate,premature_convergence_rate,correct_conclusion_rate,false_conclusion_rate,single_iteration_conclusion_rate,mean_iterations_to_termination,iteration_records,max_convergence,mean_convergence,analyses_terminated,convergence_fraction,termination_reasons
1024,SP,SP,0.8,66,True,False,True,False,0.0152,0.0217,0.0,0.6818,0.0758,0.9242,0.0,3,2889,0.45,0.1702,963,0.0,"{""max_iterations"": 963}"
42,AP,AP,0.3,66,True,True,False,False,0.197,0.2826,0.0,0.5303,0.2273,0.7727,0.0,3,2558,0.425,0.1445,963,0.3074,"{""max_iterations"": 667, ""converged"": 296}"
123,AP,AP,0.3,66,True,True,False,False,0.1515,0.2174,0.0,0.5455,0.2121,0.7879,0.0,3,2578,0.42,0.1463,963,0.3136,"{""max_iterations"": 661, ""converged"": 302}"
456,AP,AP,0.3,66,True,True,False,False,0.1818,0.2609,0.0,0.5152,0.2121,0.7879,0.0,3,2552,0.45,0.1448,963,0.2991,"{""max_iterations"": 675, ""converged"": 288}"
789,AP,AP,0.3,66,True,True,False,False,0.197,0.2609,0.05,0.5152,0.2273,0.7576,0.0,3,2575,0.445,0.1454,963,0.3032,"{""max_iterations"": 671, ""converged"": 292}"
1024,AP,AP,0.3,66,True,True,False,False,0.197,0.2826,0.0,0.5,0.2273,0.7727,0.0,3,2564,0.425,0.1454,963,0.3053,"{""max_iterations"": 669, ""converged"": 294}"
42,AP,AP,0.5,66,True,True,False,False,0.197,0.2826,0.0,0.5,0.2576,0.7424,0.0,3,2889,0.445,0.1601,963,0.0,"{""max_iterations"": 963}"
123,AP,AP,0.5,66,True,True,False,False,0.1515,0.2174,0.0,0.5455,0.1818,0.8182,0.0,3,2889,0.485,0.1608,963,0.0,"{""max_iterations"": 963}"
456,AP,AP,0.5,66,True,True,False,False,0.1667,0.2391,0.0,0.5303,0.197,0.803,0.0,3,2889,0.45,0.1598,963,0.0,"{""max_iterations"": 963}"
789,AP,AP,0.5,66,True,True,False,False,0.197,0.2609,0.05,0.5152,0.2273,0.7576,0.0,3,2889,0.485,0.1603,963,0.0,"{""max_iterations"": 963}"
1024,AP,AP,0.5,66,True,True,False,False,0.197,0.2826,0.0,0.5,0.2273,0.7727,0.0,3,2889,0.445,0.1606,963,0.0,"{""max_iterations"": 963}"
42,AP,AP,0.8,66,True,True,False,False,0.197,0.2826,0.0,0.5,0.2576,0.7424,0.0,3,2889,0.445,0.1601,963,0.0,"{""max_iterations"": 963}"
123,AP,AP,0.8,66,True,True,False,False,0.1515,0.2174,0.0,0.5455,0.1818,0.8182,0.0,3,2889,0.485,0.1608,963,0.0,"{""max_iterations"": 963}"
456,AP,AP,0.8,66,True,True,False,False,0.1667,0.2391,0.0,0.5303,0.197,0.803,0.0,3,2889,0.45,0.1598,963,0.0,"{""max_iterations"": 963}"
789,AP,AP,0.8,66,True,True,False,False,0.197,0.2609,0.05,0.5152,0.2273,0.7576,0.0,3,2889,0.485,0.1603,963,0.0,"{""max_iterations"": 963}"
1024,AP,AP,0.8,66,True,True,False,False,0.197,0.2826,0.0,0.5,0.2273,0.7727,0.0,3,2889,0.445,0.1606,963,0.0,"{""max_iterations"": 963}"
42,USA,USA,0.3,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.29,0.2097,963,0.0,"{""max_iterations"": 963}"
123,USA,USA,0.3,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.29,0.2107,963,0.0,"{""max_iterations"": 963}"
456,USA,USA,0.3,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.29,0.2108,963,0.0,"{""max_iterations"": 963}"
789,USA,USA,0.3,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.29,0.2101,963,0.0,"{""max_iterations"": 963}"
1024,USA,USA,0.3,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.29,0.2093,963,0.0,"{""max_iterations"": 963}"
42,USA,USA,0.5,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.49,0.2575,963,0.0,"{""max_iterations"": 963}"
123,USA,USA,0.5,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.49,0.26,963,0.0,"{""max_iterations"": 963}"
456,USA,USA,0.5,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.49,0.2598,963,0.0,"{""max_iterations"": 963}"
789,USA,USA,0.5,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.49,0.2576,963,0.0,"{""max_iterations"": 963}"
1024,USA,USA,0.5,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.49,0.2587,963,0.0,"{""max_iterations"": 963}"
42,USA,USA,0.8,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.572,0.2578,963,0.0,"{""max_iterations"": 963}"
123,USA,USA,0.8,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.6015,0.2605,963,0.0,"{""max_iterations"": 963}"
456,USA,USA,0.8,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.5917,0.2602,963,0.0,"{""max_iterations"": 963}"
789,USA,USA,0.8,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.5917,0.2579,963,0.0,"{""max_iterations"": 963}"
1024,USA,USA,0.8,66,False,False,False,True,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.5917,0.259,963,0.0,"{""max_iterations"": 963}"
42,USP,USP,0.3,66,False,False,True,False,0.0,0.0,0.0,0.803,0.0303,0.9697,0.0758,2.803,1631,0.5333,0.2386,963,0.7799,"{""max_iterations"": 212, ""converged"": 751}"
123,USP,USP,0.3,66,False,False,True,False,0.0,0.0,0.0,0.8182,0.0152,0.9848,0.0606,2.8333,1573,0.5333,0.2473,963,0.8006,"{""max_iterations"": 192, ""converged"": 771}"
456,USP,USP,0.3,66,False,False,True,False,0.0,0.0,0.0,0.7879,0.0455,0.9545,0.0758,2.8485,1592,0.5333,0.2431,963,0.7799,"{""max_iterations"": 212, ""converged"": 751}"
789,USP,USP,0.3,66,False,False,True,False,0.0,0.0,0.0,0.8182,0.0303,0.9697,0.1061,2.7727,1583,0.5333,0.2449,963,0.7934,"{""max_iterations"": 199, ""converged"": 764}"
1024,USP,USP,0.3,66,False,False,True,False,0.0,0.0,0.0,0.8333,0.0152,0.9848,0.0758,2.7727,1596,0.5667,0.2402,963,0.7705,"{""max_iterations"": 221, ""converged"": 742}"
42,USP,USP,0.5,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2853,0.5333,0.2527,963,0.0353,"{""max_iterations"": 929, ""converged"": 34}"
123,USP,USP,0.5,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2855,0.6015,0.2569,963,0.0301,"{""max_iterations"": 934, ""converged"": 29}"
456,USP,USP,0.5,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2848,0.5917,0.2553,963,0.0322,"{""max_iterations"": 932, ""converged"": 31}"
789,USP,USP,0.5,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2850,0.5917,0.253,963,0.0363,"{""max_iterations"": 928, ""converged"": 35}"
1024,USP,USP,0.5,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2859,0.5917,0.2549,963,0.0249,"{""max_iterations"": 939, ""converged"": 24}"
42,USP,USP,0.8,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.5333,0.2538,963,0.0,"{""max_iterations"": 963}"
123,USP,USP,0.8,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.6015,0.2579,963,0.0,"{""max_iterations"": 963}"
456,USP,USP,0.8,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.5917,0.2563,963,0.0,"{""max_iterations"": 963}"
789,USP,USP,0.8,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.5917,0.2542,963,0.0,"{""max_iterations"": 963}"
1024,USP,USP,0.8,66,False,False,True,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.5917,0.2561,963,0.0,"{""max_iterations"": 963}"
42,UAP,UAP,0.3,66,False,True,False,False,0.0,0.0,0.0,0.8939,0.0303,0.9697,0.1061,2.7121,1355,0.5826,0.3048,963,0.9003,"{""max_iterations"": 96, ""converged"": 867}"
123,UAP,UAP,0.3,66,False,True,False,False,0.0,0.0,0.0,0.8939,0.0303,0.9697,0.0909,2.7576,1341,0.6,0.3081,963,0.9076,"{""max_iterations"": 89, ""converged"": 874}"
456,UAP,UAP,0.3,66,False,True,False,False,0.0,0.0,0.0,0.9091,0.0303,0.9697,0.0758,2.803,1346,0.5917,0.3117,963,0.9034,"{""max_iterations"": 93, ""converged"": 870}"
789,UAP,UAP,0.3,66,False,True,False,False,0.0,0.0,0.0,0.8939,0.0455,0.9545,0.1061,2.697,1334,0.6,0.3134,963,0.9221,"{""converged"": 888, ""max_iterations"": 75}"
1024,UAP,UAP,0.3,66,False,True,False,False,0.0,0.0,0.0,0.9091,0.0303,0.9697,0.1212,2.6667,1322,0.6,0.31,963,0.9097,"{""max_iterations"": 87, ""converged"": 876}"
42,UAP,UAP,0.5,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0303,0.9697,0.0,3,2720,0.5826,0.3296,963,0.1921,"{""max_iterations"": 778, ""converged"": 185}"
123,UAP,UAP,0.5,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2709,0.6015,0.3327,963,0.189,"{""max_iterations"": 781, ""converged"": 182}"
456,UAP,UAP,0.5,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0303,0.9697,0.0,3,2713,0.5917,0.3309,963,0.1848,"{""max_iterations"": 785, ""converged"": 178}"
789,UAP,UAP,0.5,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2700,0.6,0.3325,963,0.2035,"{""max_iterations"": 767, ""converged"": 196}"
1024,UAP,UAP,0.5,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0303,0.9697,0.0,3,2710,0.6,0.3328,963,0.1911,"{""max_iterations"": 779, ""converged"": 184}"
42,UAP,UAP,0.8,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.6,0.3349,963,0.0,"{""max_iterations"": 963}"
123,UAP,UAP,0.8,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0303,0.9697,0.0,3,2889,0.65,0.3383,963,0.0,"{""max_iterations"": 963}"
456,UAP,UAP,0.8,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0303,0.9697,0.0,3,2889,0.5917,0.3363,963,0.0,"{""max_iterations"": 963}"
789,UAP,UAP,0.8,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.65,0.3387,963,0.0,"{""max_iterations"": 963}"
1024,UAP,UAP,0.8,66,False,True,False,False,0.0,0.0,0.0,0.697,0.0303,0.9697,0.0,3,2889,0.6,0.3384,963,0.0,"{""max_iterations"": 963}"
42,SAP,SAP,0.3,66,True,False,False,False,0.0,0.0,0.0,0.697,0.0152,0.9848,0.0,3,2648,0.4,0.1607,963,0.2212,"{""max_iterations"": 750, ""converged"": 213}"
123,SAP,SAP,0.3,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0455,0.9545,0.0,3,2642,0.4,0.1643,963,0.2295,"{""max_iterations"": 742, ""converged"": 221}"
456,SAP,SAP,0.3,66,True,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2625,0.4,0.1613,963,0.2264,"{""max_iterations"": 745, ""converged"": 218}"
789,SAP,SAP,0.3,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0758,0.9242,0.0,3,2650,0.45,0.1621,963,0.2233,"{""max_iterations"": 748, ""converged"": 215}"
1024,SAP,SAP,0.3,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0758,0.9242,0.0,3,2633,0.4,0.1614,963,0.2368,"{""max_iterations"": 735, ""converged"": 228}"
42,SAP,SAP,0.5,66,True,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.4,0.169,963,0.0,"{""max_iterations"": 963}"
123,SAP,SAP,0.5,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0606,0.9394,0.0,3,2889,0.45,0.1729,963,0.0,"{""max_iterations"": 963}"
456,SAP,SAP,0.5,66,True,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.45,0.1704,963,0.0,"{""max_iterations"": 963}"
789,SAP,SAP,0.5,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0758,0.9242,0.0,3,2889,0.45,0.17,963,0.0,"{""max_iterations"": 963}"
1024,SAP,SAP,0.5,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0758,0.9242,0.0,3,2889,0.45,0.1709,963,0.0,"{""max_iterations"": 963}"
42,SAP,SAP,0.8,66,True,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.4,0.169,963,0.0,"{""max_iterations"": 963}"
123,SAP,SAP,0.8,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0606,0.9394,0.0,3,2889,0.45,0.1729,963,0.0,"{""max_iterations"": 963}"
456,SAP,SAP,0.8,66,True,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.45,0.1704,963,0.0,"{""max_iterations"": 963}"
789,SAP,SAP,0.8,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0758,0.9242,0.0,3,2889,0.45,0.17,963,0.0,"{""max_iterations"": 963}"
1024,SAP,SAP,0.8,66,True,False,False,False,0.0152,0.0217,0.0,0.6818,0.0758,0.9242,0.0,3,2889,0.45,0.1709,963,0.0,"{""max_iterations"": 963}"
42,USAP,USAP,0.3,66,False,False,False,False,0.0,0.0,0.0,0.803,0.0303,0.9697,0.0758,2.803,1604,0.5402,0.2451,963,0.7923,"{""max_iterations"": 200, ""converged"": 763}"
123,USAP,USAP,0.3,66,False,False,False,False,0.0,0.0,0.0,0.8182,0.0152,0.9848,0.0606,2.8333,1551,0.572,0.2518,963,0.8069,"{""max_iterations"": 186, ""converged"": 777}"
456,USAP,USAP,0.3,66,False,False,False,False,0.0,0.0,0.0,0.7879,0.0455,0.9545,0.0758,2.8485,1565,0.5333,0.2495,963,0.7923,"{""max_iterations"": 200, ""converged"": 763}"
789,USAP,USAP,0.3,66,False,False,False,False,0.0,0.0,0.0,0.8182,0.0303,0.9697,0.1061,2.7727,1554,0.5735,0.2513,963,0.8141,"{""max_iterations"": 179, ""converged"": 784}"
1024,USAP,USAP,0.3,66,False,False,False,False,0.0,0.0,0.0,0.8333,0.0152,0.9848,0.0758,2.7727,1568,0.5735,0.2455,963,0.7861,"{""max_iterations"": 206, ""converged"": 757}"
42,USAP,USAP,0.5,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2850,0.572,0.2567,963,0.0384,"{""max_iterations"": 926, ""converged"": 37}"
123,USAP,USAP,0.5,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2853,0.6015,0.2593,963,0.0312,"{""max_iterations"": 933, ""converged"": 30}"
456,USAP,USAP,0.5,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2844,0.5917,0.259,963,0.0343,"{""max_iterations"": 930, ""converged"": 33}"
789,USAP,USAP,0.5,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2844,0.5917,0.2563,963,0.0415,"{""max_iterations"": 923, ""converged"": 40}"
1024,USAP,USAP,0.5,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2857,0.5917,0.2576,963,0.026,"{""max_iterations"": 938, ""converged"": 25}"
42,USAP,USAP,0.8,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.572,0.2578,963,0.0,"{""max_iterations"": 963}"
123,USAP,USAP,0.8,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.6015,0.2605,963,0.0,"{""max_iterations"": 963}"
456,USAP,USAP,0.8,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0455,0.9545,0.0,3,2889,0.5917,0.2602,963,0.0,"{""max_iterations"": 963}"
789,USAP,USAP,0.8,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.5917,0.2579,963,0.0,"{""max_iterations"": 963}"
1024,USAP,USAP,0.8,66,False,False,False,False,0.0,0.0,0.0,0.697,0.0606,0.9394,0.0,3,2889,0.5917,0.259,963,0.0,"{""max_iterations"": 963}"
